site_id,lat,lon,pft,parameter,response_var,coefficient_of_variation,elasticity,partial_variance,sensitivity,variance_explained
1e113c95a1054df5,38.0175,-121.19637,temperate.deciduous,SLA,AbvGrndWood,0.06401405153954476,-1.9937585300103633,8.579138420528074e-4,-0.6360691460989379,0.08579138420528075
1e113c95a1054df5,38.0175,-121.19637,temperate.deciduous,coarse_root_respiration_Q10,AbvGrndWood,0.324161378230048,1.5120853970201518,0.09671937722933606,4.2011384936323655,9.671937722933606
1e113c95a1054df5,38.0175,-121.19637,temperate.deciduous,wood_turnover_rate,AbvGrndWood,0.22415609628043315,-1.4798277943105311,0.0020813490482323145,-1048.6852731536064,0.20813490482323146
1e113c95a1054df5,38.0175,-121.19637,temperate.deciduous,leafGrowth,AbvGrndWood,0.4756925034638032,1.4202279301944094,0.04318106591970915,0.08310305495021031,4.318106591970914
1e113c95a1054df5,38.0175,-121.19637,temperate.deciduous,Vm_low_temp,AbvGrndWood,0.014858807903720163,1.0372343060838078,0.004892193997729831,-0.1949316292307708,0.48921939977298307
1e113c95a1054df5,38.0175,-121.19637,temperate.deciduous,growth_resp_factor,AbvGrndWood,0.523906294012516,1.0324203077732919,0.05313202359434593,26.664113454535734,5.313202359434593
1e113c95a1054df5,38.0175,-121.19637,temperate.deciduous,psnTOpt,AbvGrndWood,0.034086260025140466,0.9351787011275481,7.788620761316319e-4,0.029288732637968364,0.07788620761316319
1e113c95a1054df5,38.0175,-121.19637,temperate.deciduous,root_turnover_rate,AbvGrndWood,1.2679047931547793,-0.8568015832659457,0.07589870884137241,-3.644907406235144,7.589870884137241
1e113c95a1054df5,38.0175,-121.19637,temperate.deciduous,half_saturation_PAR,AbvGrndWood,0.4281555117378652,-0.7921216546396208,0.007818807403357799,-0.19536392894346388,0.7818807403357799
1e113c95a1054df5,38.0175,-121.19637,temperate.deciduous,AmaxFrac,AbvGrndWood,0.04832855500482233,-0.6077426384567634,4.105590766594171e-4,-3.0636194163210786,0.04105590766594171
1e113c95a1054df5,38.0175,-121.19637,temperate.deciduous,stem_respiration_rate,AbvGrndWood,0.5828612444389611,0.5954814059018289,0.09310573777273193,0.10723549453372408,9.310573777273193
1e113c95a1054df5,38.0175,-121.19637,temperate.deciduous,dVPDSlope,AbvGrndWood,0.5798804473132138,-0.33923530504949617,0.005136491434345932,-9.984175073952976,0.5136491434345931
1e113c95a1054df5,38.0175,-121.19637,temperate.deciduous,leafC,NPP,0.0019040599744806282,-267.7614725481653,0.01301099841061659,5.032894260903716e-8,1.301099841061659
1e113c95a1054df5,38.0175,-121.19637,temperate.deciduous,fracLeafFall,NPP,0.0028875938407236573,91.52621345119385,0.019087039179718143,-5.112820392826723e-7,1.9087039179718144
1e113c95a1054df5,38.0175,-121.19637,temperate.deciduous,GDD,NPP,0.04472189575753702,20.85964891191847,0.07572517289380522,-4.842190472714288e-10,7.572517289380522
1e113c95a1054df5,38.0175,-121.19637,temperate.deciduous,root_respiration_rate,NPP,0.10911585449069874,-9.466305567812551,0.0907438436001075,1.1794786480494847e-8,9.07438436001075
1e113c95a1054df5,38.0175,-121.19637,temperate.deciduous,leaf_allocation_fraction,NPP,0.1131392104796751,9.381352850112897,0.1058215922284117,-5.928811630574746e-7,10.58215922284117
1e113c95a1054df5,38.0175,-121.19637,temperate.deciduous,extinction_coefficient,NPP,0.13850234401098002,-4.8441106179068445,0.018330295222903657,6.665768966533178e-8,1.8330295222903656
